dataset,split_id,node_index,original_node_id,split,true_label,pred_final,pred_pca,pred_ridge,final_correct,pca_correct,ridge_correct,M_pca,M_ridge,HHI_i,T_i,SymRatio_i,SignalEntropy_i,Purity_i,degree,mechanism_type,P_X,P_PrX,P_Pr2X,P_Pr3X,P_XminusPrX,P_PrXminusPr2X,P_PsX,P_Ps2X,P_XminusPsX
squirrel,0,1477,1477,train,2,2,2,2,1,1,1,0.23311393283743898,1.5130436763576762,0.6099965071794053,1.3488424631692049,0.22744126165979028,1.8945374091729026,0.2666918074313393,7.0,two-hop-node,0.0,0.07053586703263973,0.1164620567685366,0.2666918074313393,0.19000547416040464,0.17100772965641925,0.08035869362414155,0.0870709341079401,0.017867435693701753
squirrel,0,1478,1478,test,2,2,2,2,1,1,1,0.7757689869646138,1.8812675737073634,0.48099698049166,0.43013144695546984,0.43107673134022634,2.066239126485675,0.18575736455000047,42.0,low-pass-node,0.03012237668698585,0.18575736455000047,0.07599069562484838,0.15697142875726902,0.0834303577455548,0.1755759532511068,0.16239954002147458,0.07376253750644775,0.05598974505074711
squirrel,0,1479,1479,train,2,1,1,1,0,0,0,-0.17194899232405936,-0.31966428333621044,0.5856487715026586,0.32066420016794567,0.4331930488408787,1.9941182699163509,0.18728214770846396,12.0,low-pass-node,0.0,0.17552805143164382,0.05768759528778493,0.18728214770846396,0.13396429324362885,0.14328062035571915,0.1601928214444947,0.04996606989304725,0.09209839965970269
squirrel,0,1480,1480,train,4,4,4,4,1,1,1,0.7437229794101736,2.5855155468201034,0.48277863518195596,0.43010281554895013,0.45244373876966076,2.079771384201962,0.19518689645612075,41.0,low-pass-node,0.029067799552798056,0.19518689645612075,0.07665022152828598,0.1499803122781349,0.08708201760489578,0.15958234854079267,0.1578126102104357,0.07517586017682044,0.06946193287959511
squirrel,0,1481,1481,test,0,0,0,0,1,1,1,0.45251525245781465,0.19879156181977375,0.5787363129573692,0.6145835839456778,0.2933565389238298,1.9790829399947536,0.2112561095116794,18.0,low-pass-node,0.0,0.15890652306275896,0.09061669995002133,0.2112561095116794,0.10508510454798484,0.20731756548301097,0.10256144629904362,0.07007722174796856,0.05417932818114531
squirrel,0,1482,1482,val,3,3,3,3,1,1,1,0.11355962612132675,1.1104591010923066,0.5593148064772608,0.6019228845830789,0.37667587701550087,2.1006064939548716,0.18210797765908235,26.0,low-pass-node,0.040189655435364714,0.14549710421262593,0.0851487201290727,0.18210797765908235,0.10336704408957222,0.18107328626737132,0.12506861773455824,0.0777109796952816,0.059836613826443875
squirrel,0,1483,1483,train,3,3,3,3,1,1,1,2.0916943026558568,2.6795335191351732,0.5829896218761808,0.6010460178506984,0.4038574712954573,2.141506976594409,0.18267443986473808,8.0,low-pass-node,0.09359009628096211,0.12736095249166976,0.07635261387985412,0.18267443986473808,0.09541652750184118,0.16385210948294696,0.11617937492427279,0.0700263301001545,0.0745475542323431
squirrel,0,1484,1484,train,0,0,0,0,1,1,1,0.6591168269820915,2.8609319854303537,0.8231032015440717,1.5440168000155974,0.20269215182267628,1.8671481383819277,0.2564398909186752,16.0,two-hop-node,0.0,0.06130425250092216,0.09562227879642482,0.2564398909186752,0.17213619665081922,0.2459653482888305,0.05350450527313623,0.08164437199718665,0.03338315416428927
squirrel,0,1485,1485,train,1,1,1,1,1,1,1,0.3033318555178979,1.8426166698449367,0.39278879186790855,1.085722341842271,0.24412778996777867,1.870707544272799,0.28884985252922457,4.0,two-hop-node,0.0,0.11750731267089158,0.12627979619952054,0.28884985252922457,0.07048621011878158,0.20065278000033435,0.08824111739695727,0.09710587112520078,0.010877058151607583
squirrel,0,1486,1486,train,1,1,1,1,1,1,1,0.04354120739494244,0.7342621803934989,0.5837365823102225,0.3144212828770662,0.405178617556444,1.924025401069318,0.24365551010888645,853.0,low-pass-node,0.0,0.20096997552974732,0.05817555045474398,0.1480592470231842,0.06079301612346018,0.24365551010888645,0.16676515955863244,0.057448202479030056,0.06413333792829724
squirrel,0,1487,1487,train,1,1,1,1,1,1,1,0.4238285449192212,2.1394637460053123,0.6016083985343076,1.3136394762678938,0.25335620503231593,1.9020168091266654,0.23939516142356373,6.0,two-hop-node,0.0,0.07844189168257301,0.11400255300422263,0.23939516142356373,0.20864799570531906,0.15737017764613062,0.08795273977583819,0.10458000351990755,0.009609475864462005
squirrel,0,1488,1488,train,1,1,1,1,1,1,1,0.19658056968957172,1.614051357973339,0.5118125822098276,1.0271169696767826,0.27214473610015927,1.9486469725299795,0.2394993030683621,7.0,two-hop-node,0.0,0.11310129802431142,0.11413428711372497,0.2394993030683621,0.13724575404369838,0.1820934343510146,0.09505558380042141,0.09966717856448987,0.019203159767146722
squirrel,0,1489,1489,val,2,2,2,2,1,1,1,1.6074003869881843,1.925684305320126,0.7527625905651347,1.1034331694036559,0.2890569287132996,1.9650353743491165,0.24490238002473114,8.0,two-hop-node,0.0,0.092089697485211,0.0969278280654787,0.24490238002473114,0.13239633212230512,0.20944468977454805,0.06271699983553564,0.07389101660516863,0.0876310546705011
squirrel,0,1490,1490,val,2,2,2,2,1,1,1,0.80574837420582,2.157950863408761,0.598103389980825,0.7437201672724398,0.310801171589628,1.976021476193445,0.21891474294605925,19.0,low-pass-node,0.0,0.12498900126526498,0.09565029895998783,0.20962314178105818,0.11371502211361822,0.21891474294605925,0.11364940403928057,0.08182989575148082,0.04162849196225571
squirrel,0,1491,1491,test,1,1,1,1,1,1,1,2.233430912260724,3.232326135397842,0.5283958209635962,0.6116355332080382,0.3096739615448613,1.9711255841446012,0.21847130870098194,7.0,low-pass-node,0.0,0.14329242269347914,0.0893361245188908,0.21847130870098194,0.12377830730849176,0.18867064968933503,0.12712198239831599,0.0760589343271754,0.03327026900189912
squirrel,0,1492,1492,val,0,0,0,0,1,1,1,0.10787291474883037,0.5921195269049493,1.0282064169590066,0.3738521914540031,0.4335323999016195,1.9913755838257137,0.19978300147332745,189.0,high-pass-node,0.0,0.16311711995463385,0.054241981293351706,0.11174965897092272,0.19978300147332745,0.16868577435076607,0.11442132706923022,0.04951637533963448,0.13848476090974987
squirrel,0,1493,1493,train,1,1,1,1,1,1,1,1.2326958266295804,2.4510698383325664,0.5942771724637379,0.7569638221952161,0.2920829101131377,1.9682348889557604,0.20496352780562357,13.0,low-pass-node,0.0,0.12257279076356949,0.09767604169580972,0.20496352780562357,0.16939674218008322,0.17933503921976307,0.11777363533879469,0.08425750765835291,0.02402471416562808
squirrel,0,1494,1494,train,4,4,4,4,1,1,1,1.0443725237590251,2.733040997918661,0.4110259373043363,0.42323534992933803,0.4065677561512155,2.052308010007053,0.20359672947897117,10.0,low-pass-node,0.02119510461970833,0.20359672947897117,0.07505015260812807,0.19726308506426746,0.09508203425768975,0.12488979326183064,0.1452001501471629,0.07257301679512321,0.06514993286394388
squirrel,0,1495,1495,train,2,2,2,2,1,1,1,1.3677179675794602,2.3349723082587155,0.5823105539625422,0.47781586166948353,0.3557509255116923,2.0027239640193395,0.17751461805336635,6.0,low-pass-node,0.0,0.17275092633146036,0.0733050393993074,0.17751461805336635,0.15111284569824188,0.1629151807330446,0.13477897797634011,0.07363762681713591,0.05398478344715359
squirrel,0,1496,1496,train,0,0,0,0,1,1,1,1.9065341179647417,3.053088081018395,0.5461863081103493,0.556394522263544,0.36564125491497446,2.0422882320883864,0.19691649386286644,12.0,low-pass-node,0.016016741420355182,0.14637354084310628,0.08162922306372898,0.19691649386286644,0.10122289058344437,0.19438621440228385,0.13599524197567522,0.07547922095542177,0.05198043182899599
squirrel,0,1497,1497,val,0,0,0,0,1,1,1,0.040551758445640185,0.08325178835888503,0.6078268411571587,0.46928579551098026,0.32320931847886136,1.9343590336068273,0.2506115617912005,110.0,low-pass-node,0.0,0.15565750868903017,0.07574968888645811,0.1786820453387535,0.09503752405388828,0.2506115617912005,0.14603701435479918,0.06583126536194038,0.032393390470240556
squirrel,0,1498,1498,train,0,0,0,0,1,1,1,0.7833105437173498,1.8331885516753048,0.5544331020191025,0.6044998479724862,0.3269066276042878,1.9979713144833824,0.20136690308649674,10.0,low-pass-node,0.0,0.15788593182192664,0.0888534728459724,0.20136690308649674,0.11902676519078777,0.18649945714393848,0.11756092828216917,0.0776541122120567,0.05115242837042283
squirrel,0,1499,1499,val,3,3,0,3,1,0,1,-0.06649966920843609,0.5146199526354716,0.47630260007249997,0.30053530390275146,0.38921550973030805,1.8720597529414944,0.24014371307100144,170.0,low-pass-node,0.0,0.2318090052086371,0.06568336667259621,0.13223876738359008,0.049955866670810464,0.24014371307100144,0.18734850315750362,0.0602882624876425,0.0325325145729448
squirrel,0,1500,1500,test,1,3,1,3,0,1,0,0.11602547936925123,-0.843055893218779,0.5702824291940884,0.39062438947506584,0.37403095613655196,1.9432711906121969,0.23857431388659936,373.0,low-pass-node,0.0,0.17795525830025144,0.07046322187231081,0.1698315408648343,0.07096130526604323,0.23857431388659936,0.1578626501494809,0.06071544359105007,0.05363626512257594
squirrel,0,1501,1501,train,2,2,2,2,1,1,1,1.1608413717120993,2.1127019833788556,0.6629796615655473,0.5331952678712645,0.30401625005477545,1.9589840330327863,0.24064341814722476,60.0,low-pass-node,0.0,0.14335317510208118,0.07967978272689197,0.1905832553923219,0.11260197703308335,0.24064341814722476,0.12454943143739429,0.06316461933086681,0.04542433972927201
squirrel,0,1502,1502,val,0,0,2,0,1,0,1,-0.02574685675624,0.6215094450868281,0.6347827824482863,0.9190967994799816,0.2705737215434968,2.052937456499218,0.24679975007291735,10.0,low-pass-node,0.04500599076367822,0.10173658541152385,0.0911835654501074,0.24679975007291735,0.1190777134420063,0.19282662565879094,0.07406072426107993,0.07039117922809303,0.058917864339763655
squirrel,0,1503,1503,train,3,3,3,3,1,1,1,2.0540674891041872,2.618560124166457,0.7497210513963377,0.7015257918154062,0.37570157795850095,2.136214992835137,0.18300342878702563,6.0,low-pass-node,0.08294580792381627,0.10549771325975547,0.0762620578163647,0.1760848000881679,0.1257603733491719,0.18300342878702563,0.09904206587401246,0.06722787269890165,0.08417587915680347
squirrel,0,1504,1504,test,3,4,4,4,0,0,0,-0.43789293659794337,-0.317191993328109,0.5484860355074773,0.4560298029277308,0.3556768843764413,1.9270181512369344,0.251014501906706,114.0,low-pass-node,0.0,0.16674374819037166,0.07769820705649128,0.18059403903305515,0.06158839879402242,0.251014501906706,0.15275385268536448,0.0680022209072095,0.041605030369379015
squirrel,0,1505,1505,train,2,2,2,2,1,1,1,1.0996145702650133,2.093064636092787,0.5708558246181438,0.48921013937017654,0.3489124814670337,2.0927815278241213,0.18503979563337916,31.0,low-pass-node,0.04615019290689928,0.17030311118012736,0.07854096478553574,0.17020376207362822,0.10303741647518463,0.18503979563337916,0.1231496883700321,0.06501912018145543,0.05855594740345009
squirrel,0,1506,1506,val,1,0,0,0,0,0,0,-0.14446985808497992,-2.2598345099311916,0.6486075582391921,0.9973030568210264,0.3067062236369739,2.0572606476674133,0.21008137933034804,4.0,low-pass-node,0.019996820416082594,0.10236316571947542,0.10615381545997431,0.21008137933034804,0.1510975267328922,0.18028384089041094,0.09007713142545898,0.08576748113921268,0.054178837655622786
squirrel,0,1507,1507,test,2,2,2,2,1,1,1,0.39380401395206377,1.9788688467944608,0.3219574804657902,0.9350995697533356,0.3467626471377379,2.075328697066073,0.25311182510047664,2.0,low-pass-node,0.051609603101434455,0.15713510879468043,0.12098737339853596,0.25311182510047664,0.07641647630573375,0.09654932036505838,0.08280182969854433,0.10337755455534617,0.058010907911851387
squirrel,0,1508,1508,train,3,3,3,3,1,1,1,1.314150030125792,2.790685684927066,0.5302267656544526,0.722697237442129,0.37400572451016595,2.0669655535819644,0.18191526959840884,6.0,low-pass-node,0.013790126692236301,0.14332824504330566,0.10221885943485542,0.18191526959840884,0.11577747053295524,0.17452271974676098,0.12518720566264213,0.09183651500158388,0.05142358724449539
squirrel,0,1509,1509,train,1,1,1,1,1,1,1,1.8819723782268454,2.453434318709011,0.6100517807577953,0.4906536054358251,0.31357449275493815,1.9820028074285927,0.23319471080589754,3.0,low-pass-node,0.0,0.14580496676718213,0.07607483446513325,0.23319471080589754,0.1449120288289737,0.1612949881503775,0.1144186850782811,0.05160483853301085,0.07269494569440801
squirrel,0,1510,1510,val,4,4,4,4,1,1,1,0.6307997861692388,0.7641341561157174,0.5628084193751065,0.5033155849379009,0.32084871987065006,1.9996008374320149,0.23171020005195858,73.0,low-pass-node,0.017096016376273462,0.15709564167232273,0.07878546050441454,0.19245773557271426,0.08409672829032779,0.23171020005195858,0.13324703372410823,0.06734853299567851,0.0381626497282324
squirrel,0,1511,1511,val,1,1,0,4,1,0,0,-0.28044293020979927,-0.15845803789700996,0.6271255448901779,0.6968926578786047,0.3164040018009522,2.0984209753415652,0.19840547912633286,16.0,low-pass-node,0.05180300754250823,0.1232430650681149,0.08392493328612828,0.19840547912633286,0.13950756574453405,0.17521226345074484,0.10325217917422277,0.07391793947147506,0.05073356605729957
squirrel,0,1512,1512,train,2,2,2,2,1,1,1,0.9540167368882317,1.5219994110819668,0.5613883099379446,0.7918005845268579,0.3789082168038645,2.1340439577535726,0.19143387499517034,13.0,low-pass-node,0.06897706120289557,0.12079860566576231,0.09254382069361412,0.19143387499517034,0.10168643766132171,0.16872573719971656,0.10514453229370228,0.08635808801331424,0.06433184122272817
squirrel,0,1513,1513,train,4,4,0,4,1,0,1,-0.2854514052659529,0.47472103524357867,0.5533716261945093,0.4361884970910524,0.4033294558462598,1.9905870518249986,0.19936706873958857,252.0,low-pass-node,0.0,0.17440216864086916,0.07553644298931975,0.1790739696091108,0.08421139188573795,0.19936706873958857,0.14915353780301824,0.06559483433010943,0.07266058502345463
squirrel,0,1514,1514,val,4,0,0,0,0,0,0,-0.35506805497556426,-2.5036918655792753,0.4797475031145874,0.842802378221113,0.33489715961243566,2.0801675949125356,0.2349139267499249,7.0,low-pass-node,0.03332622211034431,0.14631712000761757,0.0986916639527537,0.2349139267499249,0.09725477406119099,0.14697850737261725,0.08070422928570278,0.09264246913946551,0.06917108646055235
squirrel,0,1515,1515,val,3,3,3,3,1,1,1,1.7185798420661964,2.459915299805656,0.5153092583231381,0.6884127822712202,0.31068528420846164,2.1132684113367852,0.20009022526410863,8.0,low-pass-node,0.07327336795048604,0.15063213389002772,0.09478158814379715,0.20009022526410863,0.09557261419163185,0.16597847456270665,0.09307940630139504,0.07299255131167291,0.05359963721416698
squirrel,0,1516,1516,val,4,4,4,4,1,1,1,1.533780218742896,2.0934990870722827,0.31062479200065696,0.5147135054902818,0.4219909680100694,1.9901675678712134,0.20101408574071022,15.0,low-pass-node,0.009202272461249222,0.19449765656600765,0.0962353007110928,0.20101408574071022,0.06562030905061282,0.1394005946578559,0.1718815304148334,0.09234501495900999,0.02980323494398972
squirrel,0,1517,1517,val,4,3,3,3,0,0,0,-0.028728725650932763,-1.1201504401388485,0.5854527232793821,0.7970269868383809,0.36465527159288846,2.0887563194301593,0.17699401125392886,4.0,low-pass-node,0.018967791899859626,0.1351740352381389,0.10553120520240403,0.17699401125392886,0.13086126832927164,0.17032594703194068,0.11066368292198286,0.09040809055477797,0.06107396641224637
squirrel,0,1518,1518,train,4,4,4,4,1,1,1,0.6023052573269785,2.095023686082959,0.43903639206843814,0.635611992800276,0.3728995321877865,2.0668574856431987,0.20632897793911115,20.0,low-pass-node,0.026653635814279267,0.16674262737406542,0.0921099953273207,0.20632897793911115,0.0788981019570239,0.1648915954035457,0.12064742506042214,0.09055856861217537,0.05316907168694097
squirrel,0,1519,1519,val,2,2,2,2,1,1,1,1.0063339082433587,0.4544144091155904,0.3496056939611631,0.8906186999264156,0.33464710840469775,2.014585771556758,0.25359200802639137,6.0,low-pass-node,0.016954270270532774,0.14376698586956932,0.11994131873942436,0.25359200802639137,0.07186146702281374,0.14739676287371417,0.10736919612737766,0.10372526117607088,0.0353927291259693
squirrel,0,1520,1520,train,3,3,3,3,1,1,1,2.3429538696555197,2.869325568387494,0.5654787205730756,0.6064952356323855,0.3594789943094293,2.003972913273596,0.20190293574930207,7.0,low-pass-node,0.0,0.1504101859134898,0.09692404129365252,0.18260970181011346,0.10372904546854736,0.20190293574930207,0.1335449263106628,0.07529338140436186,0.05558578073489345
squirrel,0,1521,1521,train,1,1,1,1,1,1,1,0.19226965130961982,1.6607290040034541,0.5448721136271585,0.302509783218945,0.3879516253601077,2.0053933075593413,0.22307926375911954,155.0,low-pass-node,0.04059976327723066,0.21095760740884822,0.060527053636697296,0.12055388596213755,0.07611682485124142,0.22307926375911954,0.1732763935627712,0.0557074907028777,0.03918171612796105
squirrel,0,1522,1522,test,1,1,1,1,1,1,1,0.3668201497404642,1.9311009658684766,0.499586672205582,1.7798226376780872,0.32191843153008093,2.003903807985518,0.3039370134752155,1.0,two-hop-node,0.026328904071179052,0.06394526039175177,0.1245970623909966,0.3039370134752155,0.11923908194744709,0.12484071550645938,0.06029142971514468,0.09652221109323476,0.08029832024562289
squirrel,0,1523,1523,train,1,1,1,1,1,1,1,0.8776732050402456,1.48571818442466,0.5141199597674502,0.48941618021884614,0.39920763986606606,2.0796933250650276,0.1766256669758622,33.0,low-pass-node,0.026106947511605236,0.17325522591916354,0.08073257728164165,0.1766256669758622,0.09947566773644426,0.1659426902883111,0.14000957267098524,0.07258428384186455,0.06526736689550257
squirrel,0,1524,1524,train,1,1,1,1,1,1,1,0.8448300816397079,1.496775676147743,0.5817040906987899,0.9988260180226565,0.27006830235828694,2.0574298037988936,0.22156863260521417,4.0,low-pass-node,0.033287398583363145,0.11534298858545387,0.11401460292045981,0.22156863260521417,0.11738326456264198,0.19284059925753996,0.07957922872604054,0.08067877922192586,0.045304504139773306
squirrel,0,1525,1525,train,4,4,4,4,1,1,1,2.019403074618629,2.2635203621163025,0.42385194417150246,0.8101268244568993,0.36469346255239615,2.0705645632289853,0.20958350450257315,10.0,low-pass-node,0.024391668193047833,0.14994035399567934,0.10803698807684804,0.20958350450257315,0.0934114851431016,0.1539195893043822,0.11280695158079725,0.10482165222523959,0.04308780622278827
squirrel,0,1526,1526,train,1,1,1,1,1,1,1,1.6484336520990424,2.2104891407447234,0.7058206239295014,0.7569638221949958,0.3464075939278429,2.0162753178051425,0.19156098185776255,13.0,low-pass-node,0.0,0.11455776741890776,0.09128901444833393,0.19156098185776255,0.17770103961712433,0.16760833774786155,0.11007242831931092,0.07874791709883511,0.0684625123961501
squirrel,0,1527,1527,val,2,0,0,2,0,0,1,-0.5101229449371885,0.23790084348385765,0.6206638320557339,0.7815764439114676,0.419913497753249,2.0985977273389658,0.185077351722111,2.0,low-pass-node,0.01866750728023887,0.11733965191951418,0.0973839235862606,0.185077351722111,0.13022045976410468,0.16109993348584392,0.11865096430504032,0.08706078303978416,0.08449942370928701
squirrel,0,1528,1528,train,3,3,3,3,1,1,1,0.25828196032643613,0.9118919654058708,0.46066370154137126,0.8755481219534365,0.36613092788907464,2.0953576898411432,0.2010328873397058,5.0,low-pass-node,0.028418070523248098,0.13764995715788708,0.11815627641049087,0.2010328873397058,0.10790101574303185,0.14645225988956515,0.10981466628839658,0.09851090989869268,0.05206395586637104
squirrel,0,1529,1529,train,3,3,3,3,1,1,1,0.8872408740500461,1.5233183684156408,0.5699662480915006,0.46445665528122554,0.3899726442767032,2.089998524126293,0.1753549100425717,49.0,low-pass-node,0.03731652477917625,0.15919856203711252,0.07272826914268299,0.17428652498464148,0.11102340332351462,0.1753549100425717,0.14050361296827016,0.06647040064129002,0.06311779116166452
squirrel,0,1530,1530,train,4,4,4,4,1,1,1,0.2785814208063204,1.98843907527061,0.5604206011024889,0.3073981764698496,0.37819908317277906,1.9802350780094011,0.23948388655525688,254.0,low-pass-node,0.029019460268320873,0.20663893129312366,0.06103889402792249,0.12775502121368398,0.06961177142528902,0.23948388655525688,0.17159368366670535,0.0552291220924591,0.039629228717980226
squirrel,0,1531,1531,train,1,1,1,1,1,1,1,1.3736913010771752,2.137397348583586,0.44669878239609356,0.6723142605861662,0.29829370587266474,1.9297620333389374,0.22509618040538829,9.0,low-pass-node,0.0,0.1473230003261397,0.1051594372958982,0.22509618040538829,0.08558781418838238,0.20707530440413874,0.13141211790414642,0.08223815761716655,0.016107986513146343
squirrel,0,1532,1532,train,0,0,0,0,1,1,1,1.7619601281894355,2.1230686845873095,0.5300977173266781,0.7635368802466608,0.28816557310929247,1.9747534895428196,0.21819820137691684,9.0,low-pass-node,0.0,0.140706139329373,0.10108298462698369,0.21819820137691684,0.13007111365802013,0.18623928207637233,0.10615846163895314,0.08740724264047237,0.030136573415764305
squirrel,0,1533,1533,train,1,1,1,1,1,1,1,3.061161433377305,2.8417263129878148,0.6815251128372333,0.5510152228177615,0.26774272764139057,2.062630078135555,0.2238736691170802,4.0,low-pass-node,0.053853819846361485,0.1326866245242604,0.0818202704643617,0.2238736691170802,0.11500201958692866,0.19294090737335937,0.08574951895231649,0.03854136980538783,0.07553179844341662
squirrel,0,1534,1534,train,2,2,2,2,1,1,1,2.4260399965645667,1.671991994786523,0.6868383286900442,1.1004342716820985,0.2945357021465122,1.9707465438081926,0.22400732554198247,7.0,two-hop-node,0.0,0.09297649142670507,0.1027496113578628,0.2204614511088567,0.13228284910406313,0.22400732554198247,0.08430284234434797,0.09233464318587403,0.050884784637988185
squirrel,0,1535,1535,train,4,4,4,4,1,1,1,1.6355143724048755,1.8702065203347171,0.47475195230469264,1.6501407269813637,0.41204496730843426,2.1223992681619386,0.22164487515702186,1.0,two-hop-node,0.13968504116583547,0.07079963842506352,0.1144598717958766,0.22164487515702186,0.11483707894894772,0.0875273462163549,0.06569032306915834,0.11076777249150718,0.07458805156209461
squirrel,0,1536,1536,train,3,3,3,3,1,1,1,0.36845666923246,0.4277249434892507,0.5668520317742671,0.3088795219664273,0.3850112146875919,1.9919551206312611,0.2386931156962565,259.0,low-pass-node,0.033935335608840725,0.20495697567985297,0.06066637873107999,0.12705050738374607,0.06614698731631065,0.2386931156962565,0.16903738593646053,0.054852820903414944,0.044660492012505625
squirrel,0,1537,1537,test,0,0,0,0,1,1,1,0.33592108839359175,2.4998062324547554,1.2527242836043655,0.4096799008492843,0.4575881578561506,1.9711539148027177,0.2154623491231181,321.0,high-pass-node,0.0,0.12227297554726005,0.05043245623348467,0.12247008286039991,0.2154623491231181,0.17542698515431657,0.10574820980304872,0.04298324037277579,0.16520370021114397
squirrel,0,1538,1538,test,4,4,4,4,1,1,1,2.3488602867876534,2.7105562591071886,0.5370274587481717,0.616948088272229,0.39173535835000517,2.1316216125143987,0.1721786296791081,7.0,low-pass-node,0.06815310287253484,0.1526541473291425,0.08802964280931491,0.16951287643577348,0.08718223885264775,0.1721786296791081,0.1174551658639208,0.0786137815902872,0.06622041349687363
squirrel,0,1539,1539,train,4,4,4,4,1,1,1,2.2050338925342543,2.85217656352391,0.5903111402652924,0.5318715706987457,0.380526249898707,2.1131135753562944,0.18226528434765896,20.0,low-pass-node,0.05899312475939303,0.14956125523395777,0.07602155378760767,0.18226528434765896,0.09170128269713815,0.18207973052881385,0.11772430360945244,0.06614003622006079,0.07551342792533576
squirrel,0,1540,1540,train,3,3,3,3,1,1,1,1.5011093505795259,2.1212687459778747,0.6503419816138609,0.46309782775587854,0.39141821057578713,2.1015039049215587,0.20556966432151746,64.0,low-pass-node,0.06230253483346745,0.1461267061941252,0.0697727663083803,0.16491632345305426,0.08752943971228772,0.20556966432151746,0.12949902416017992,0.05786891069278904,0.0764146293816202
squirrel,0,1541,1541,train,4,4,4,4,1,1,1,1.989620713707292,1.8502481779935351,0.4552638015920236,1.1857083017214445,0.36070914202553045,2.098001965688129,0.24312692281952838,2.0,two-hop-node,0.05202164582940424,0.09673488201662296,0.11581011640559315,0.24312692281952838,0.11725202268832183,0.12375569438600477,0.09006336783338784,0.10567811918978696,0.05555722758083278
squirrel,0,1542,1542,train,4,4,4,4,1,1,1,0.4963203869590376,1.7485475009954676,0.5015280981951022,0.4952857993875789,0.37076195858564387,2.036983979731409,0.1938183625271971,35.0,low-pass-node,0.01612654592203844,0.18427445488367067,0.08422270568325031,0.1746033279910536,0.08083775643878077,0.1938183625271971,0.13716562386968906,0.07498200067780904,0.05396922104624058
squirrel,0,1543,1543,train,4,4,4,4,1,1,1,0.02218457614279634,1.1450647852114204,0.48891997237739326,0.3093662360048097,0.36488378835262525,1.8477945508539753,0.2589505825437156,258.0,low-pass-node,0.0,0.22284289470007626,0.06615874351949563,0.13897971967309158,0.04573116812264627,0.2589505825437156,0.18395547433683163,0.05969093672265745,0.02369047957810373
squirrel,0,1544,1544,train,0,0,0,0,1,1,1,0.3140751248891296,0.23027180378504397,0.21944824591732717,1.0498460887813421,0.36112738540494893,1.9582725700432198,0.2793812270890209,2.0,two-hop-node,0.016736589475730156,0.14602464062903378,0.1397829387843536,0.2793812270890209,0.05207941459485154,0.10512074877730808,0.11103712309900375,0.13009234844180992,0.019744968395724604
squirrel,0,1545,1545,train,0,0,0,0,1,1,1,1.0655402529431035,3.180863283106923,0.5702661005291003,0.5423009500401664,0.29216605927563627,1.9656359320469505,0.21238539014094326,55.0,low-pass-node,0.0,0.16496091674379768,0.08435574766811627,0.20135358550231486,0.11083869940214658,0.21238539014094326,0.11739717383115987,0.06876731310275284,0.03994117252134581
squirrel,0,1546,1546,train,2,2,2,2,1,1,1,2.0050005878415416,2.6526341890440617,0.7515367901598228,0.7437201672721406,0.3260843188735647,2.003989123030709,0.1997379642953975,19.0,low-pass-node,0.0,0.11404005201326389,0.08727139954763864,0.19126030090568533,0.16179014302036882,0.1997379642953975,0.1036937955877387,0.0746616540117295,0.06754468954063746
squirrel,0,1547,1547,train,0,0,0,0,1,1,1,1.9203753735417222,2.383902127881823,0.568751037935713,0.7431852389143078,0.31256476738214856,2.069635138836165,0.2505342348743583,2.0,low-pass-node,0.05168789819214478,0.11274838551882761,0.08400844358093577,0.2505342348743583,0.0969621986304681,0.17823458991308533,0.09030926685550697,0.06690100631300575,0.06861397439041501
squirrel,0,1548,1548,val,3,3,1,3,1,0,1,-0.07594859991212566,0.6044737455437167,0.6254476867489256,0.32775646307924855,0.41354603529438544,1.948538639654873,0.236803952218462,851.0,low-pass-node,0.0,0.19345743133027082,0.05696787203384706,0.1429473293514766,0.07726411687022212,0.236803952218462,0.16223113597550617,0.0596113547443474,0.07071680671759703
squirrel,0,1549,1549,val,0,1,1,1,0,0,0,-0.1407442015451852,-0.6954822222938328,0.6303301690168848,0.5810561148015765,0.34169517832233803,2.0650740116364688,0.19229770635537144,22.0,low-pass-node,0.019764437137626094,0.15162446749215552,0.08223298049468683,0.18884571361859126,0.11559396287619281,0.19229770635537144,0.10921637496971923,0.06933018600836123,0.07109417002648762
squirrel,0,1550,1550,test,1,0,0,0,0,0,0,-0.16814730059422567,-0.07856718314179889,0.5612332866339781,0.3005487961811145,0.3653746262435318,1.9099575560538558,0.22599036204582612,154.0,low-pass-node,0.0,0.21569458873225758,0.062175066052157515,0.123631334183519,0.1049083728785828,0.22599036204582612,0.18174373394274276,0.057274543384355725,0.02858199805129761
squirrel,0,1551,1551,val,3,3,2,3,1,0,1,-0.000587495712782049,1.6014032531394373,0.4933533031210202,0.3005353039027432,0.3742718100168454,1.8802668538403253,0.2374018172792601,170.0,low-pass-node,0.0,0.2291622728509951,0.06493341180447211,0.13072890099917667,0.06543168620418728,0.2374018172792601,0.18520940875512498,0.059599907456014456,0.027532593884347232
squirrel,0,1552,1552,train,0,0,0,0,1,1,1,0.35433576189595795,1.694496499561044,0.5238215100838388,0.5905658467682089,0.324080775316646,2.0511276401986662,0.20246673855517827,19.0,low-pass-node,0.01872271766898689,0.1588782898903599,0.08912637150066692,0.20246673855517827,0.11834028489339028,0.17228908448799063,0.11869048400495892,0.0747962664918261,0.04668976141498595
